BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,ADAUSDT,DOGEUSDT,DOTUSDT,UNIUSDT,LINKUSDT,LTCUSDT
23707495898594.594,822159353289.8411,30640210704.333,65070935.77746781,25880623.290126223,3611069.853746651,93099311.4478288,23104873.640142165,155774290.64449948,5566109217.989382
